document_index,run_id,protocol_id,scenario_id,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,selected_k,doc_topic_prior,topic_word_prior,random_state
57,extended_run_001,prt_0057_00,scn_0057,0.00507649185019,0.0050844355727,0.120302273188,0.00509820582156,0.43483267433,0.429605919237,6,,,11
58,extended_run_001,prt_0058_00,scn_0058,0.0050814056086,0.00509019956778,0.00509146649804,0.00508236213806,0.314584242539,0.665070323649,6,,,11
59,extended_run_001,prt_0059_00,scn_0059,0.0050802165778,0.00508281800363,0.256536375105,0.00510259271849,0.464628303054,0.263569694541,6,,,11
60,extended_run_001,prt_0060_00,scn_0060,0.00507824179219,0.00508028456433,0.086727930536,0.00507066429661,0.274016319572,0.624026559239,6,,,11
61,extended_run_001,prt_0061_00,scn_0061,0.00508426896396,0.00508598347574,0.00511035729312,0.23488332011,0.376408884551,0.373427185606,6,,,11
62,extended_run_001,prt_0062_00,scn_0062,0.00508933754413,0.00508272584529,0.00507654868387,0.381920908737,0.417416923304,0.185413555886,6,,,11
63,extended_run_001,prt_0063_00,scn_0063,0.00511173036263,0.119057355462,0.00511925382563,0.00509218028721,0.520488841138,0.345130638924,6,,,11
64,extended_run_001,prt_0064_00,scn_0064,0.00511370893428,0.0925214501027,0.00508760735574,0.00509231864992,0.349810022138,0.542374892819,6,,,11
65,extended_run_001,prt_0065_00,scn_0065,0.180590488324,0.00512581127792,0.00513245151325,0.00511393757293,0.335574581694,0.468462729617,6,,,11
66,extended_run_001,prt_0066_00,scn_0066,0.266048028132,0.185132714892,0.312261773625,0.0050851074397,0.226351240843,0.00512113506769,6,,,11
67,extended_run_001,prt_0067_00,scn_0067,0.307337774334,0.00512819748025,0.439113989983,0.00510908129237,0.238219437145,0.00509151976486,6,,,11
68,extended_run_001,prt_0068_00,scn_0068,0.00510054411022,0.00508999132307,0.00511712363542,0.601642781365,0.377964655583,0.00508490398251,6,,,11
69,extended_run_001,prt_0069_00,scn_0069,0.00509776427054,0.00509902836785,0.00511113486614,0.637326942686,0.342283630336,0.00508149947384,6,,,11
70,extended_run_001,prt_0070_00,scn_0070,0.00506789601322,0.00509260602768,0.130933147132,0.00507447779362,0.595597135701,0.258234737332,6,,,11
71,extended_run_001,prt_0071_00,scn_0071,0.00506545674159,0.00508524523478,0.200450428644,0.00508564445563,0.779200548168,0.00511267675593,6,,,11
72,extended_run_001,prt_0072_00,scn_0072,0.00506777372556,0.0050906664746,0.264474157338,0.0050740649085,0.475635660903,0.244657676651,6,,,11
